Name,Roll_No,Branch,CGPA,DSA_Score,WebDev_Score,ML_Score,Aptitude_Score,Communication_Score,Internships,Projects,Hackathons,Placement_Status,Salary_LPA,Company
Akash Bhatia,2300CS1307,CSE,7.22,57,79,33,63,35,3,6,0,Placed,3.54,iGate
Neeraj Bansal,2200CS1308,CSE,7.83,82,60,70,79,67,4,7,2,Placed,14.9,Amazon
Harsh Bajaj,2300IT1309,IT,9.1,85,47,50,67,56,2,4,4,Placed,6.21,Mindtree
Ananya Jain,2100EC1310,ECE,7.29,65,35,49,60,24,1,6,3,Placed,4.88,Syntel
Reyansh Nair,2100IT1311,IT,7.12,51,82,58,51,51,2,3,2,Placed,4.47,NIIT
Swati Pandey,2400EC1312,ECE,8.62,91,70,57,56,53,2,6,4,Placed,4.86,Sasken
Simran Kapoor,2200ME1313,ME,8.79,65,59,45,84,36,4,4,4,Placed,25.68,Oracle
Himanshu Iyer,2200EC1314,ECE,7.61,61,69,35,78,46,1,3,3,Placed,10.03,Infosys
Pari Iyer,2300ME1315,ME,7.37,13,42,36,62,50,4,4,0,Placed,4.25,Syntel
Pooja Srivastava,2200ME1316,ME,7.25,44,32,41,77,50,0,5,1,Placed,3.05,Sasken
Divya Reddy,2200CS1317,CSE,8.33,62,53,75,77,58,2,7,3,Placed,4.78,Sapient
Sonal Rawat,2100EC1318,ECE,7.93,46,60,54,62,33,3,6,0,Placed,10.37,Infosys
Anika Bhatia,2400IT1319,IT,7.53,67,40,56,36,74,4,6,0,Placed,5.27,Tech Mahindra
Ritvik Bhatia,2200CS1320,CSE,5.58,40,49,18,13,31,1,6,1,Not Placed,0.0,Not Placed
Nikhil Patel,2300EC1321,ECE,6.94,41,31,43,68,82,2,8,2,Placed,3.93,Cyient
Harsh Bhatt,2400ME1322,ME,9.03,70,64,52,59,51,2,8,4,Placed,33.67,Uber
Neha Bajaj,2200IT1323,IT,5.01,47,43,6,39,65,2,5,1,Placed,3.63,Cyient
Vishal Nair,2100EC1324,ECE,6.72,34,60,61,49,33,0,2,1,Placed,4.99,Sapient
Dev Sethi,2400IT1325,IT,7.99,68,36,47,50,29,3,2,1,Placed,6.38,Zoho
Kriti Kapoor,2200ME1326,ME,7.31,25,74,18,45,75,1,4,1,Not Placed,0.0,Not Placed
Yash Kumar,2400IT1327,IT,7.15,51,23,20,60,72,2,5,3,Not Placed,0.0,Not Placed
Saurabh Dhawan,2400EC1328,ECE,6.81,65,50,20,72,70,2,4,0,Placed,6.29,Accenture
Varun Pandey,2300EC1329,ECE,8.7,41,60,69,63,90,0,1,2,Placed,4.49,Amdocs
Abhishek Patel,2400CS1330,CSE,6.99,36,68,14,34,20,3,8,3,Not Placed,0.0,Not Placed
Ritika Singh,2100EC1331,ECE,6.05,35,20,26,31,60,0,1,0,Not Placed,0.0,Not Placed
Krishna Sethi,2100ME1332,ME,8.14,70,73,44,52,41,1,4,0,Placed,6.07,Zoho
Yash Yadav,2400CS1333,CSE,9.65,86,95,55,97,39,2,7,5,Placed,40.99,Oracle
Anjali Bajaj,2400CS1334,CSE,7.38,63,42,49,59,69,0,3,3,Placed,6.39,HCL
Kartik Malhotra,2300CS1335,CSE,7.43,60,65,27,53,55,3,7,1,Placed,10.97,L&T Infotech
Komal Bhatia,2100IT1336,IT,6.3,68,67,37,41,36,2,3,2,Placed,4.34,Sasken
Rajat Thakur,2400ME1337,ME,5.44,54,25,29,48,42,0,2,1,Not Placed,0.0,Not Placed
Ritvik Singh,2300IT1338,IT,9.56,80,84,22,57,34,3,8,1,Placed,43.92,Oracle
Aarav Khanna,2300CE1339,CE,5.55,36,2,19,42,54,2,3,0,Not Placed,0.0,Not Placed
Ritvik Verma,2200CE1340,CE,6.25,41,23,19,48,62,1,8,2,Not Placed,0.0,Not Placed
Khushi Sethi,2400ME1341,ME,6.07,38,10,62,59,50,2,7,1,Placed,3.24,Sapient
Swati Nair,2400IT1342,IT,9.69,53,78,59,83,64,3,4,4,Placed,22.08,Oracle
Yash Pandey,2400CS1343,CSE,6.25,54,75,62,11,51,2,8,1,Not Placed,0.0,Not Placed
Advik Khanna,2400EC1344,ECE,7.82,54,67,46,44,25,4,6,1,Placed,4.58,Paytm
Pallavi Yadav,2300EC1345,ECE,9.57,99,73,84,68,63,3,7,0,Placed,22.71,Amazon
Aarav Kumar,2100CS1346,CSE,7.37,53,38,19,51,62,1,1,1,Not Placed,0.0,Not Placed
Sachin Rawat,2400ME1347,ME,5.91,37,34,0,55,29,1,3,1,Not Placed,0.0,Not Placed
Sai Jain,2400CS1348,CSE,8.31,57,54,49,48,24,4,5,1,Placed,5.1,Paytm
Khushi Dhawan,2400EC1349,ECE,7.6,41,66,64,69,66,1,8,0,Placed,5.51,L&T Infotech
Deepak Thakur,2400CS1350,CSE,5.99,66,45,58,59,28,1,4,3,Placed,3.08,Cyient
Anjali Bhatia,2200IT1351,IT,6.56,59,75,33,27,52,2,4,3,Placed,4.5,Concentrix
Radhika Sharma,2400EC1352,ECE,5.82,61,40,61,42,56,2,4,1,Placed,7.33,Paytm
Neeraj Thakur,2300CE1353,CE,6.67,48,81,36,46,51,2,7,0,Placed,4.89,Amdocs
Saanvi Gupta,2400IT1354,IT,8.38,70,100,64,61,30,4,5,3,Placed,7.28,Hexaware
Anika Sethi,2400EE1355,EE,8.96,71,36,57,38,41,3,5,1,Placed,7.01,Hexaware
Ishaan Rajput,2300CE1356,CE,7.87,77,57,55,62,53,3,4,1,Placed,9.39,Tech Mahindra
Suraj Bajaj,2100CS1357,CSE,6.87,59,78,5,51,42,0,4,2,Placed,4.69,Genpact
Aditi Kumar,2300EE1358,EE,7.58,35,25,36,65,62,0,1,2,Placed,4.06,Sasken
Kunal Bhatt,2100EC1359,ECE,7.73,72,50,35,43,55,2,7,1,Placed,5.31,Tech Mahindra
Bhavna Joshi,2300EC1360,ECE,6.77,64,19,21,24,42,3,4,1,Not Placed,0.0,Not Placed
Meghna Bansal,2300EC1361,ECE,7.95,30,36,57,39,50,3,6,1,Placed,3.06,Concentrix
Dev Dhawan,2300IT1362,IT,8.3,43,93,55,47,68,3,2,2,Placed,10.85,Hexaware
Ananya Joshi,2200IT1363,IT,5.82,50,14,9,66,47,0,3,1,Not Placed,0.0,Not Placed
Yash Bansal,2100EC1364,ECE,6.57,54,38,46,59,58,2,8,3,Placed,5.2,Cognizant
Isha Jain,2100EC1365,ECE,7.61,39,66,74,62,48,3,4,2,Placed,5.05,Paytm
Shruti Jain,2300CS1366,CSE,5.32,53,71,19,34,52,2,3,2,Not Placed,0.0,Not Placed
Shruti Sharma,2100CS1367,CSE,8.72,67,38,54,55,57,1,3,1,Placed,11.51,L&T Infotech
Saurabh Yadav,2400EC1368,ECE,8.51,49,37,48,72,32,0,2,4,Not Placed,0.0,Not Placed
Riya Mehta,2200IT1369,IT,5.95,42,39,42,41,37,2,5,1,Not Placed,0.0,Not Placed
Riya Rajput,2100CS1370,CSE,7.72,75,65,47,50,59,3,4,2,Placed,5.54,Accenture
Ishaan Dhawan,2200CE1371,CE,4.96,30,13,0,56,59,0,1,0,Not Placed,0.0,Not Placed
Preeti Das,2400IT1372,IT,6.65,44,43,40,56,68,1,5,1,Not Placed,0.0,Not Placed
Yash Chatterjee,2200CE1373,CE,6.66,47,62,33,46,48,2,5,1,Placed,4.98,HCL
Ananya Mehta,2100EC1374,ECE,4.0,29,25,40,9,33,2,4,3,Not Placed,0.0,Not Placed
Shaurya Iyer,2400IT1375,IT,7.84,81,62,58,64,59,3,4,1,Placed,6.91,Tech Mahindra
Aparna Bhatt,2200CS1376,CSE,9.37,81,73,64,91,47,2,5,4,Placed,7.95,Capgemini
Aparna Mehta,2200CE1377,CE,6.7,52,54,22,52,73,0,1,0,Not Placed,0.0,Not Placed
Aanya Bansal,2400ME1378,ME,8.29,83,90,42,63,58,3,7,1,Placed,15.59,Uber
Mansi Gupta,2100EC1379,ECE,7.27,49,66,44,52,54,1,5,1,Not Placed,0.0,Not Placed
Komal Bajaj,2300IT1380,IT,8.61,88,60,41,55,49,2,7,1,Placed,11.91,Accenture
Kavya Patel,2300ME1381,ME,4.97,47,0,40,39,51,1,2,2,Not Placed,0.0,Not Placed
Sonal Saxena,2200EE1382,EE,6.66,25,54,32,43,16,1,5,1,Not Placed,0.0,Not Placed
Vidhi Pandey,2300ME1383,ME,5.78,30,34,32,45,45,0,3,1,Not Placed,0.0,Not Placed
Kartik Sharma,2100EC1384,ECE,6.66,22,52,20,43,48,0,3,3,Not Placed,0.0,Not Placed
Ankur Patel,2100CS1385,CSE,7.66,42,40,49,62,74,1,6,1,Placed,3.77,Syntel
Pooja Bansal,2300CE1386,CE,7.84,49,56,36,68,30,2,5,2,Placed,4.49,Genpact
Arjun Bajaj,2100CE1387,CE,4.95,19,0,17,43,59,2,2,3,Not Placed,0.0,Not Placed
Abhishek Dubey,2100CS1388,CSE,6.46,77,72,64,55,47,0,4,1,Placed,6.3,Hexaware
Sai Dhawan,2200IT1389,IT,6.49,62,22,18,62,69,0,2,1,Placed,4.64,Amdocs
Ayaan Pandey,2300CS1390,CSE,7.56,51,84,56,64,43,4,5,2,Placed,6.08,Cognizant
Trisha Kumar,2400ME1391,ME,5.64,43,52,29,21,29,2,4,0,Not Placed,0.0,Not Placed
Sonam Mukherjee,2300EC1392,ECE,4.88,8,22,40,37,45,1,5,2,Not Placed,0.0,Not Placed
Navya Kumar,2300CS1393,CSE,9.84,84,75,30,75,54,4,4,0,Placed,4.67,Zoho
Mohit Nair,2300IT1394,IT,5.85,43,37,33,42,60,0,4,1,Not Placed,0.0,Not Placed
Dhruv Mehta,2200CS1395,CSE,6.86,58,31,31,60,63,0,4,0,Not Placed,0.0,Not Placed
Aadhya Rawat,2200EE1396,EE,8.27,69,41,37,60,51,4,6,1,Placed,5.16,L&T Infotech
Riya Rawat,2100EC1397,ECE,7.29,58,13,73,76,45,2,2,1,Placed,4.58,Wipro
Sneha Bajaj,2100CS1398,CSE,7.45,64,29,46,37,52,1,3,1,Placed,5.69,Byju's
Nupur Mehta,2100CS1399,CSE,8.95,82,39,25,59,54,4,4,1,Placed,11.95,TCS
Vihaan Chopra,2300EE1400,EE,7.73,39,28,44,41,50,1,4,1,Not Placed,0.0,Not Placed
Diya Rawat,2200ME1401,ME,7.43,48,9,57,38,42,1,3,2,Placed,4.3,Mu Sigma
Yash Nair,2300IT1402,IT,6.66,38,34,34,48,54,0,4,2,Not Placed,0.0,Not Placed
Dev Kapoor,2400CS1403,CSE,5.81,67,25,25,53,57,3,3,0,Not Placed,0.0,Not Placed
Ravi Rawat,2400EC1404,ECE,5.17,51,24,53,37,80,1,4,3,Not Placed,0.0,Not Placed
Swati Kumar,2200CE1405,CE,6.65,46,61,30,44,52,2,2,2,Placed,9.31,TCS
Khushi Joshi,2100IT1406,IT,7.92,65,62,51,37,55,3,3,4,Not Placed,0.0,Not Placed
Sakshi Goel,2400CS1407,CSE,8.89,52,58,42,55,34,2,8,1,Placed,3.49,Mu Sigma
Rahul Bhatt,2300CS1408,CSE,7.07,70,56,43,76,17,2,4,1,Placed,3.59,NIIT
Preeti Bansal,2200CS1409,CSE,5.43,53,12,23,52,36,1,5,0,Not Placed,0.0,Not Placed
Manish Gupta,2400IT1410,IT,7.61,80,14,23,72,59,3,8,1,Placed,5.15,Mphasis
Harsh Nair,2100CS1411,CSE,7.35,39,73,16,31,47,1,7,0,Placed,3.93,Sapient
Isha Chatterjee,2200EC1412,ECE,6.49,47,33,25,38,74,1,6,1,Placed,3.31,Concentrix
Advik Verma,2200CS1413,CSE,5.81,78,49,26,35,36,0,5,1,Not Placed,0.0,Not Placed
Anjali Kumar,2300IT1414,IT,7.57,37,76,52,41,63,1,3,2,Placed,4.13,Syntel
Diya Gupta,2300ME1415,ME,6.36,0,31,10,33,45,0,3,2,Not Placed,0.0,Not Placed
Kunal Gupta,2400CS1416,CSE,7.78,50,74,15,91,51,0,2,4,Placed,3.77,NIIT
Vikas Rajput,2400ME1417,ME,7.53,50,90,49,47,66,3,5,2,Placed,4.29,Cyient
Mayank Sethi,2200IT1418,IT,8.0,82,77,37,40,52,1,5,3,Placed,4.74,Byju's
Vivaan Yadav,2400EC1419,ECE,9.1,61,74,54,72,51,3,8,2,Placed,15.52,Google
Shivani Gupta,2200CS1420,CSE,8.1,81,80,44,62,41,4,8,4,Placed,9.17,Hexaware
Aarav Pandey,2100CE1421,CE,7.17,51,71,25,28,36,1,5,1,Placed,4.08,iGate
Deepak Bajaj,2200IT1422,IT,9.57,69,53,63,92,58,2,3,2,Placed,5.84,Paytm
Reyansh Agarwal,2400CE1423,CE,5.39,44,48,16,45,29,2,3,0,Placed,3.25,Sasken
Vihaan Tiwari,2400IT1424,IT,8.48,65,32,2,50,79,1,2,0,Placed,3.58,Sapient
Nidhi Agarwal,2200EC1425,ECE,5.89,32,46,2,54,89,2,1,1,Not Placed,0.0,Not Placed
Sneha Gupta,2200CS1426,CSE,7.68,51,33,40,36,64,1,6,0,Not Placed,0.0,Not Placed
Aadhya Agarwal,2300EC1427,ECE,5.83,34,27,28,33,52,0,7,2,Not Placed,0.0,Not Placed
Himanshu Das,2200CE1428,CE,8.75,52,80,69,47,67,1,4,4,Placed,10.1,Hexaware
Aishwarya Chauhan,2400CS1429,CSE,7.9,48,78,14,44,50,2,5,2,Placed,4.01,Genpact
Krishna Patel,2400EC1430,ECE,7.41,74,26,54,60,68,1,6,1,Placed,7.81,Zoho
Arjun Rawat,2100IT1431,IT,8.98,58,50,48,60,65,3,8,2,Placed,3.8,Mu Sigma
Atharv Mishra,2300ME1432,ME,6.91,55,41,39,71,42,2,5,1,Not Placed,0.0,Not Placed
Khushi Joshi,2200IT1433,IT,8.7,100,68,47,89,48,2,5,3,Placed,10.49,HCL
Tushar Rastogi,2400ME1434,ME,7.19,75,56,35,77,27,0,5,0,Placed,8.91,Capgemini
Atharv Bajaj,2100IT1435,IT,6.17,76,83,21,39,51,3,6,0,Placed,9.9,L&T Infotech
Neeraj Rawat,2100ME1436,ME,7.81,61,64,12,59,53,1,5,0,Placed,4.21,iGate
Pallavi Sharma,2200CE1437,CE,6.26,31,39,42,51,56,0,3,1,Not Placed,0.0,Not Placed
Ayaan Rajput,2100EE1438,EE,5.88,30,72,33,70,44,1,3,2,Placed,3.42,Sasken
Preeti Bhatt,2200CS1439,CSE,10.0,78,93,78,62,43,4,8,3,Placed,26.08,Samsung R&D
Kabir Singh,2200EE1440,EE,6.94,45,23,26,43,51,1,5,0,Placed,3.91,NIIT
Kartik Joshi,2400CS1441,CSE,6.78,37,46,36,13,58,2,4,1,Not Placed,0.0,Not Placed
Shaurya Gupta,2100CS1442,CSE,9.49,79,67,67,87,60,2,4,4,Placed,11.62,Mphasis
Tanvi Dubey,2400EC1443,ECE,6.98,49,20,51,56,53,3,5,1,Placed,5.61,Cognizant
Shivani Iyer,2100CS1444,CSE,6.82,52,66,48,46,59,3,3,5,Placed,11.06,Infosys
Akash Pandey,2200EC1445,ECE,5.79,36,59,68,44,41,1,2,2,Placed,3.92,Mu Sigma
Bhavna Agarwal,2100EE1446,EE,7.5,63,19,51,43,47,2,6,1,Placed,3.38,Genpact
Nikita Sethi,2300CS1447,CSE,6.64,57,67,38,32,69,0,5,1,Placed,6.71,Capgemini
Mayank Malhotra,2200ME1448,ME,8.41,73,45,30,63,35,2,1,0,Placed,11.18,Zoho
Rohan Srivastava,2100EE1449,EE,7.05,42,43,55,33,42,0,2,1,Not Placed,0.0,Not Placed
Mayank Das,2200EC1450,ECE,6.72,51,80,18,48,58,1,4,0,Placed,3.16,Amdocs
Vihaan Joshi,2400CE1451,CE,8.9,45,75,53,59,70,0,3,1,Placed,9.76,TCS
Sara Dubey,2400CE1452,CE,6.82,42,42,5,48,76,1,0,1,Not Placed,0.0,Not Placed
Mohit Arora,2200EC1453,ECE,8.32,81,81,37,48,61,3,7,2,Placed,9.11,Tech Mahindra
Tushar Bhatia,2300CS1454,CSE,5.81,37,42,0,50,9,0,4,1,Not Placed,0.0,Not Placed
Kunal Jain,2100IT1455,IT,7.48,58,56,75,55,43,4,8,2,Placed,5.93,Hexaware
Kabir Jain,2100IT1456,IT,7.93,79,71,40,61,41,3,8,2,Placed,11.7,Paytm
Sonal Das,2200CS1457,CSE,7.63,53,54,54,59,65,0,4,5,Not Placed,0.0,Not Placed
Pooja Bansal,2200IT1458,IT,8.89,64,79,52,54,37,2,4,2,Placed,11.84,Zoho
Ankit Khanna,2200EC1459,ECE,7.32,25,49,43,52,40,2,4,1,Not Placed,0.0,Not Placed
Ankur Rajput,2400CE1460,CE,7.39,30,66,42,51,40,1,1,1,Placed,3.23,Genpact
Sonal Rastogi,2100EC1461,ECE,7.97,44,23,17,36,74,1,3,1,Placed,3.56,Amdocs
Aryan Malhotra,2400CS1462,CSE,8.62,100,44,77,53,61,2,2,1,Placed,4.68,L&T Infotech
Saurabh Yadav,2100ME1463,ME,7.73,77,49,51,66,67,2,3,0,Placed,4.57,Amdocs
Vivaan Joshi,2100CE1464,CE,5.52,64,43,37,12,59,1,4,1,Placed,3.97,Amdocs
Aparna Patel,2400IT1465,IT,7.24,80,53,63,58,17,4,8,4,Placed,9.77,Tech Mahindra
Sai Khanna,2100IT1466,IT,6.38,27,43,45,31,23,1,3,1,Not Placed,0.0,Not Placed
Sneha Jain,2300CE1467,CE,7.58,67,66,23,67,26,0,4,3,Not Placed,0.0,Not Placed
Neha Mishra,2100CS1468,CSE,7.79,67,83,21,51,65,2,7,0,Placed,5.59,Tech Mahindra
Navya Iyer,2100CS1469,CSE,6.8,49,30,36,63,77,2,6,1,Placed,8.55,Tech Mahindra
Sonam Jain,2400IT1470,IT,9.57,100,47,26,62,74,4,8,1,Placed,40.05,Amazon
Aditi Iyer,2100CS1471,CSE,8.49,69,60,52,38,52,3,3,3,Placed,5.34,Paytm
Mohit Kapoor,2100ME1472,ME,7.72,63,32,28,63,52,3,6,0,Placed,8.46,Cognizant
Preeti Rastogi,2200CS1473,CSE,7.53,71,27,72,79,53,4,8,3,Placed,11.26,Zoho
Rajat Kapoor,2100EC1474,ECE,7.84,48,53,46,66,55,3,3,0,Placed,4.87,Mindtree
Ananya Agarwal,2400CE1475,CE,5.84,46,48,31,40,23,0,3,2,Not Placed,0.0,Not Placed
Sonal Bajaj,2100ME1476,ME,8.36,86,33,41,53,65,4,6,1,Placed,9.56,Accenture
Riya Khanna,2100ME1477,ME,8.03,65,66,73,65,40,1,5,2,Placed,9.11,Mindtree
Krishna Kapoor,2200EE1478,EE,7.17,35,43,33,66,57,2,8,3,Placed,10.81,Mindtree
Vikas Joshi,2200CS1479,CSE,6.97,38,45,48,58,74,1,5,0,Not Placed,0.0,Not Placed
Rohan Bhatia,2300CS1480,CSE,7.95,37,76,32,34,38,3,4,2,Placed,4.02,Cyient
Kavya Singh,2100CS1481,CSE,9.82,84,61,52,73,55,2,3,0,Placed,6.95,Accenture
Jyoti Rawat,2100CS1482,CSE,6.48,77,35,32,35,34,4,3,0,Not Placed,0.0,Not Placed
Nupur Bhatt,2300IT1483,IT,7.88,81,96,33,74,37,2,8,3,Placed,9.37,Tech Mahindra
Vidhi Kumar,2200ME1484,ME,8.08,52,30,40,41,40,1,4,1,Placed,3.55,Syntel
Sai Reddy,2200EC1485,ECE,6.05,56,27,40,48,36,3,6,3,Not Placed,0.0,Not Placed
Aadhya Patel,2200IT1486,IT,7.73,85,63,48,55,65,1,5,2,Placed,9.22,Cognizant
Dev Yadav,2400CS1487,CSE,7.26,74,46,41,48,71,1,5,1,Placed,3.78,Concentrix
Suraj Verma,2300CE1488,CE,6.28,49,69,53,42,31,1,3,2,Not Placed,0.0,Not Placed
Vidhi Bhatt,2200CS1489,CSE,7.18,52,92,70,61,44,3,7,0,Placed,9.46,Tech Mahindra
Pallavi Chatterjee,2100CS1490,CSE,7.4,73,88,33,51,79,2,4,5,Placed,4.02,iGate
Vihaan Verma,2200IT1491,IT,7.31,80,29,47,44,65,1,5,0,Placed,8.84,Paytm
Pallavi Sethi,2300ME1492,ME,6.35,44,34,35,38,35,2,3,2,Not Placed,0.0,Not Placed
Ritika Sethi,2400IT1493,IT,7.9,84,48,45,59,56,1,7,3,Not Placed,0.0,Not Placed
Simran Chopra,2200CE1494,CE,5.55,51,32,24,32,0,1,1,1,Not Placed,0.0,Not Placed
Navya Mehta,2200CS1495,CSE,7.71,54,53,40,41,73,0,6,0,Not Placed,0.0,Not Placed
Divya Bansal,2100EE1496,EE,7.78,54,58,39,72,52,4,5,1,Placed,4.68,Concentrix
Tanvi Iyer,2200CS1497,CSE,6.45,62,59,12,45,44,0,8,3,Not Placed,0.0,Not Placed
Neeraj Bhatt,2300IT1498,IT,6.07,41,66,62,29,45,2,3,0,Placed,4.23,Concentrix
Neeraj Yadav,2200IT1499,IT,6.62,63,29,39,58,50,2,7,2,Placed,9.46,HCL
Vivaan Malhotra,2200CE1500,CE,6.24,18,53,74,39,39,1,4,2,Not Placed,0.0,Not Placed
Shruti Arora,2200CE1501,CE,9.21,100,69,56,62,73,4,8,4,Placed,27.27,Adobe
Yash Malhotra,2300EE1502,EE,6.95,32,29,67,35,31,1,4,0,Not Placed,0.0,Not Placed
Rahul Chatterjee,2200EE1503,EE,8.16,76,44,42,57,55,2,7,1,Placed,11.37,Mindtree
Anika Verma,2400CE1504,CE,7.05,53,39,57,68,47,1,4,2,Placed,5.02,Byju's
Sonam Yadav,2400EC1505,ECE,7.89,59,41,35,42,67,2,2,1,Placed,4.29,Sapient
Aarav Bhatt,2300EE1506,EE,6.57,33,16,16,41,19,1,1,1,Not Placed,0.0,Not Placed
Aparna Bansal,2200CE1507,CE,9.72,88,65,27,74,65,2,8,1,Placed,9.85,Zoho
Sakshi Agarwal,2400CS1508,CSE,6.49,50,60,27,54,58,3,7,0,Not Placed,0.0,Not Placed
Krishna Khanna,2100CS1509,CSE,6.37,46,58,41,52,50,2,8,0,Placed,10.93,Cognizant
Nikhil Bajaj,2200CS1510,CSE,6.69,46,76,70,34,36,3,6,2,Placed,8.87,Tech Mahindra
Isha Malhotra,2100EE1511,EE,7.65,66,66,32,63,48,3,4,1,Placed,11.99,L&T Infotech
Saurabh Rajput,2200EC1512,ECE,6.42,41,71,57,37,63,4,7,0,Placed,10.13,Zoho
Priya Verma,2100CS1513,CSE,7.52,61,41,47,65,30,0,6,0,Not Placed,0.0,Not Placed
Vidhi Mishra,2400CE1514,CE,6.97,68,76,45,44,78,2,8,2,Placed,9.18,HCL
Nidhi Dhawan,2100EC1515,ECE,6.71,40,12,5,50,60,0,0,0,Not Placed,0.0,Not Placed
Swati Yadav,2400IT1516,IT,8.19,97,21,45,46,27,3,6,0,Placed,19.0,Flipkart
Divya Sharma,2300EE1517,EE,6.22,55,45,47,36,22,3,6,3,Not Placed,0.0,Not Placed
Meghna Goel,2400IT1518,IT,6.32,50,72,28,36,16,4,6,2,Not Placed,0.0,Not Placed
Pranav Chatterjee,2400EE1519,EE,9.11,70,73,65,83,66,1,7,0,Placed,27.93,Samsung R&D
Navya Mukherjee,2400CE1520,CE,6.43,62,44,23,51,65,1,3,4,Not Placed,0.0,Not Placed
Saurabh Dhawan,2100CE1521,CE,7.43,55,23,80,57,65,1,7,0,Placed,3.59,Concentrix
Harsh Joshi,2300EE1522,EE,9.09,88,46,41,55,54,1,3,1,Placed,4.4,NIIT
Isha Sharma,2400CS1523,CSE,7.03,69,57,38,46,35,1,2,1,Not Placed,0.0,Not Placed
Pallavi Pandey,2400EE1524,EE,4.0,29,47,5,0,26,3,3,0,Not Placed,0.0,Not Placed
Advik Pandey,2400EC1525,ECE,6.87,35,60,44,40,37,4,6,1,Placed,4.05,iGate
Saanvi Goel,2300ME1526,ME,6.48,23,15,39,65,41,2,2,0,Not Placed,0.0,Not Placed
Aishwarya Iyer,2200CS1527,CSE,7.82,67,90,58,72,36,2,7,0,Placed,10.83,TCS
Ishaan Mehta,2300CS1528,CSE,7.37,58,99,26,65,51,3,4,1,Placed,3.45,Syntel
Vikas Bansal,2400IT1529,IT,6.69,64,33,11,32,88,0,3,1,Not Placed,0.0,Not Placed
Prateek Saxena,2100CS1530,CSE,5.87,58,55,29,46,38,2,4,3,Not Placed,0.0,Not Placed
Himanshu Rastogi,2400EE1531,EE,5.57,53,9,51,48,53,2,4,2,Not Placed,0.0,Not Placed
Abhishek Arora,2400IT1532,IT,7.41,74,66,41,58,53,1,7,1,Placed,8.82,L&T Infotech
Shruti Joshi,2100CS1533,CSE,8.02,60,32,47,80,27,2,3,0,Placed,4.6,Accenture
Dhruv Chauhan,2100CS1534,CSE,6.1,68,31,29,16,62,2,7,2,Not Placed,0.0,Not Placed
Rohan Iyer,2200CE1535,CE,6.02,44,56,56,25,37,1,4,3,Placed,4.81,Sapient
Aditya Rastogi,2300CE1536,CE,6.31,52,31,36,59,76,2,3,2,Placed,4.54,Amdocs
Ananya Bansal,2300ME1537,ME,9.4,100,54,47,87,66,0,2,2,Placed,10.65,Mindtree
Ravi Tiwari,2200CS1538,CSE,8.75,85,76,66,29,56,3,8,0,Placed,6.25,Zoho
Abhishek Chauhan,2300IT1539,IT,7.38,58,48,28,65,30,2,7,0,Placed,3.53,Sapient
Kavya Arora,2100CS1540,CSE,6.91,44,67,38,52,52,3,6,3,Not Placed,0.0,Not Placed
Sara Sharma,2200CE1541,CE,7.89,47,30,29,61,27,3,5,0,Placed,4.68,Cyient
Divya Rawat,2400ME1542,ME,6.85,57,40,49,33,83,1,7,0,Not Placed,0.0,Not Placed
Navya Patel,2200CS1543,CSE,8.15,100,84,42,44,52,1,8,2,Placed,10.76,Wipro
Advik Khanna,2100IT1544,IT,5.34,62,21,19,56,84,1,6,1,Not Placed,0.0,Not Placed
Sonal Kumar,2100IT1545,IT,5.04,54,27,12,35,36,3,3,3,Not Placed,0.0,Not Placed
Arjun Joshi,2300EE1546,EE,7.11,56,67,42,57,43,3,6,4,Placed,4.79,Cognizant
Myra Chatterjee,2300CS1547,CSE,8.62,73,78,46,82,57,3,5,3,Placed,33.73,Amazon
Diya Agarwal,2200CS1548,CSE,5.38,41,35,30,50,81,1,5,1,Not Placed,0.0,Not Placed
Dev Yadav,2200EE1549,EE,8.35,48,80,23,12,68,2,2,4,Placed,5.59,Cognizant
Pranav Jain,2100IT1550,IT,7.94,86,70,54,51,65,4,8,1,Placed,4.96,Capgemini
Vihaan Verma,2400IT1551,IT,7.81,42,43,30,39,46,3,4,2,Not Placed,0.0,Not Placed
Saanvi Tiwari,2100EC1552,ECE,6.85,46,25,21,51,35,1,1,1,Placed,3.34,Mu Sigma
Vishal Agarwal,2300CS1553,CSE,8.63,69,52,62,50,75,0,3,0,Not Placed,0.0,Not Placed
Vihaan Goel,2100EC1554,ECE,8.61,83,66,55,21,63,2,4,5,Placed,9.19,Zoho
Ayaan Dhawan,2200ME1555,ME,8.09,48,64,41,74,57,4,3,0,Placed,3.2,Sasken
Atharv Bhatia,2100IT1556,IT,6.47,49,54,48,38,70,1,7,4,Placed,3.31,NIIT
Mayank Rastogi,2300CE1557,CE,5.77,9,56,30,29,51,3,4,2,Not Placed,0.0,Not Placed
Navya Thakur,2200CE1558,CE,5.98,48,23,23,24,29,2,8,0,Not Placed,0.0,Not Placed
Reyansh Sethi,2100IT1559,IT,8.44,63,81,36,66,56,4,2,2,Placed,3.42,Cyient
Neeraj Tiwari,2300ME1560,ME,7.75,64,42,48,58,51,4,8,0,Placed,4.59,Wipro
Sachin Patel,2200EE1561,EE,7.6,74,48,27,56,41,1,4,0,Not Placed,0.0,Not Placed
Divya Sethi,2200CS1562,CSE,7.82,97,58,65,65,42,2,4,0,Placed,3.02,Syntel
Atharv Bhatia,2400CS1563,CSE,7.47,28,46,49,39,69,1,4,0,Placed,4.89,Amdocs
